A,B
2020-02-24,149.715707981324
2020-02-25,175.61048681527
2020-02-26,205.938446907792
2020-02-27,241.441490497154
2020-02-28,282.979317847244
2020-02-29,331.545758863856
2020-03-01,388.286469394508
2020-03-02,454.517735349297
2020-03-03,531.745934230406
2020-03-04,621.686941345926
2020-03-05,726.284422652197
2020-03-06,847.725515249469
2020-03-07,988.451852828803
2020-03-08,1151.16325073098
2020-03-09,1338.81064713573
2020-03-10,1554.57415738166
2020-03-11,1801.82143585205
2020-03-12,2084.04111044882
2020-03-13,2404.74608195386
2020-03-14,2767.34225306547
2020-03-15,3174.96009805004
2020-03-16,3630.24971180316
2020-03-17,4135.14476909305
2020-03-18,4690.60708972682
2020-03-19,5296.37071329285
2020-03-20,5950.71144454207
2020-03-21,6650.2730859857
2020-03-22,7389.98304855799
2020-03-23,8163.08591767833
2020-03-24,8961.31291925825
2020-03-25,9775.18870174956
2020-03-26,10594.4569280956
2020-03-27,11408.5869051244
2020-03-28,12207.3094231445
2020-03-29,12981.1247473468
2020-03-30,13721.73069174
2020-03-31,14422.3325831184
2020-04-01,15077.8161156277
2020-04-02,15684.7840553629
2020-04-03,16241.4744022605
2020-04-04,16747.5884070135
2020-04-05,17204.0611063407
2020-04-06,17612.8056818002
2020-04-07,17976.4577595627
2020-04-08,18298.1387333001
2020-04-09,18581.2499727425
2020-04-10,18829.3034842654
2020-04-11,19045.7897596612
2020-04-12,19234.0802848496
2020-04-13,19397.3603040242
2020-04-14,19538.5866401654
2020-04-15,19660.4653311587
2020-04-16,19765.4442620224
2020-04-17,19855.7166327671
2020-04-18,19933.2318404336
2020-04-19,19999.711073306
2020-04-20,20056.6655601418
2020-04-21,20105.4159634899
2020-04-22,20147.1118495263
2020-04-23,20182.7505143498
2020-04-24,20213.1947108371
2020-04-25,20239.1890152062
2020-04-26,20261.374712229
2020-04-27,20280.3031749286
2020-04-28,20296.4477790377
2020-04-29,20310.2144329489
2020-04-30,20321.9508270401
2020-05-01,20331.9545172441
