A,B
2020-02-24,114.805022284208
2020-02-25,136.332798126861
2020-02-26,161.863310353332
2020-02-27,192.126879351771
2020-02-28,227.981405429683
2020-02-29,270.432347254491
2020-03-01,320.654877427026
2020-03-02,380.018034989228
2020-03-03,450.110459517936
2020-03-04,532.766955289864
2020-03-05,630.094669682934
2020-03-06,744.497049954388
2020-03-07,878.692944157336
2020-03-08,1035.72722680847
2020-03-09,1218.96817862586
2020-03-10,1432.08560330605
2020-03-11,1679.00247232375
2020-03-12,1963.81201003606
2020-03-13,2290.65196032145
2020-03-14,2663.52884661712
2020-03-15,3086.08797999039
2020-03-16,3561.33038910655
2020-03-17,4091.286091903
2020-03-18,4676.66396813611
2020-03-19,5316.51074360161
2020-03-20,6007.92288967079
2020-03-21,6745.86212906122
2020-03-22,7523.12389111597
2020-03-23,8330.49557667313
2020-03-24,9157.11750645834
2020-03-25,9991.02728028481
2020-03-26,10819.8349211465
2020-03-27,11631.4503758484
2020-03-28,12414.7741955274
2020-03-29,13160.2698021839
2020-03-30,13860.3593407896
2020-03-31,14509.6177777109
2020-04-01,15104.7728585529
2020-04-02,15644.5443290072
2020-04-03,16129.3704136419
2020-04-04,16561.0727092686
2020-04-05,16942.5049491499
2020-04-06,17277.2203073233
2020-04-07,17569.1796226738
2020-04-08,17822.5117143326
2020-04-09,18041.3282147815
2020-04-10,18229.5894403602
2020-04-11,18391.014477538
2020-04-12,18529.0273081909
2020-04-13,18646.7307907005
2020-04-14,18746.9010998442
2020-04-15,18831.9963873837
2020-04-16,18904.1746755943
2020-04-17,18965.31717115
2020-04-18,19017.0542040087
