A,B
2020-02-24,605.583420790684
2020-02-25,735.260202905427
2020-02-26,892.48801894665
2020-02-27,1083.01768678591
2020-02-28,1313.7521032401
2020-02-29,1592.95434235997
2020-03-01,1930.48256757286
2020-03-02,2338.04980412688
2020-03-03,2829.50315696787
2020-03-04,3421.11186585217
2020-03-05,4131.84613314063
2020-03-06,4983.61840872991
2020-03-07,6001.44538448731
2020-03-08,7213.4723624844
2020-03-09,8650.782784982
2020-03-10,10346.8968762821
2020-03-11,12336.8490830919
2020-03-12,14655.7317328106
2020-03-13,17336.6125084117
2020-03-14,20407.7882771725
2020-03-15,23889.4382461993
2020-03-16,27789.8881526399
2020-03-17,32101.8804813465
2020-03-18,36799.4255932039
2020-03-19,41835.9225420486
2020-03-20,47144.212809662
2020-03-21,52639.0113688924
2020-03-22,58221.7512151773
2020-03-23,63787.3650207843
2020-03-24,69232.0632901733
2020-03-25,74460.9141870108
2020-03-26,79394.0815674168
2020-03-27,83970.9150511797
2020-03-28,88151.5846431563
2020-03-29,91916.4454110841
2020-03-30,95263.6699228078
2020-03-31,98205.8393132132
2020-04-01,100766.156656188
2020-04-02,102974.803075042
2020-04-03,104865.770255112
2020-04-04,106474.328044404
2020-04-05,107835.152205733
2020-04-06,108981.052525287
2020-04-07,109942.199146698
2020-04-08,110745.733387923
2020-04-09,111415.656453428
2020-04-10,111972.905860766
2020-04-11,112435.548624988
2020-04-12,112819.038549831
2020-04-13,113136.500584681
2020-04-14,113399.017584598
2020-04-15,113615.904103714
2020-04-16,113794.958515975
2020-04-17,113942.689334225
2020-04-18,114064.5146027
2020-04-19,114164.93510389
2020-04-20,114247.683192095
