A,B
2020-02-24,715.023995342641
2020-02-25,859.398326744936
2020-02-26,1032.6884303168
2020-02-27,1240.58128513232
2020-02-28,1489.83628536239
2020-02-29,1788.467158388
2020-03-01,2145.94568797505
2020-03-02,2573.42557536621
2020-03-03,3083.98218238449
2020-03-04,3692.86009955065
2020-03-05,4417.71511735419
2020-03-06,5278.82989513255
2020-03-07,6299.27314327401
2020-03-08,7504.96041153165
2020-03-09,8924.56102545042
2020-03-10,10589.1815601098
2020-03-11,12531.7439560336
2020-03-12,14785.9701263491
2020-03-13,17384.8907857294
2020-03-14,20358.8220265841
2020-03-15,23732.8070008647
2020-03-16,27523.6075547335
2020-03-17,31736.450405798
2020-03-18,36361.8706911884
2020-03-19,41373.1225392823
2020-03-20,46724.6971793499
2020-03-21,52352.4552877364
2020-03-22,58175.70869953
2020-03-23,64101.2828425458
2020-03-24,70029.2130262123
2020-03-25,75859.3761498334
2020-03-26,81498.1446149285
2020-03-27,86864.1440184513
2020-03-28,91892.4023769491
2020-03-29,96536.5261615107
2020-03-30,100768.917885175
2020-03-31,104579.358917244
2020-04-01,107972.459427653
2020-04-02,110964.517076572
2020-04-03,113580.259030247
2020-04-04,115849.816588989
2020-04-05,117806.143211481
2020-04-06,119482.965694635
2020-04-07,120913.269170657
2020-04-08,122128.2612725
2020-04-09,123156.733892702
2020-04-10,124024.734334132
2020-04-11,124755.463492538
2020-04-12,125369.330821326
2020-04-13,125884.109961175
2020-04-14,126315.152530966
2020-04-15,126675.629398638
2020-04-16,126976.778335261
2020-04-17,127228.144336481
2020-04-18,127437.804342043
