A,B
2020-02-24,167.121582316906
2020-02-25,195.038791771417
2020-02-26,227.568398823464
2020-02-27,265.454031275624
2020-02-28,309.552593738241
2020-02-29,360.849147398766
2020-03-01,420.472874756557
2020-03-02,489.713858686035
2020-03-03,570.040230431412
2020-03-04,663.115008944956
2020-03-05,770.811653854676
2020-03-06,895.226977763303
2020-03-07,1038.68960701198
2020-03-08,1203.76164953807
2020-03-09,1393.23064609137
2020-03-10,1610.08829330823
2020-03-11,1857.49191455593
2020-03-12,2138.70434121681
2020-03-13,2457.0079269213
2020-03-14,2815.58907059063
2020-03-15,3217.39111893826
2020-03-16,3664.93608680256
2020-03-17,4160.11941449395
2020-03-18,4703.98691955228
2020-03-19,5296.50882672613
2020-03-20,5936.37149873271
2020-03-21,6620.81204855268
2020-03-22,7345.52291894175
2020-03-23,8104.65133740626
2020-03-24,8890.91138970744
2020-03-25,9695.81442810671
2020-03-26,10510.0081209471
2020-03-27,11323.698404791
2020-03-28,12127.1153440408
2020-03-29,12910.9765665441
2020-03-30,13666.9023540961
2020-03-31,14387.7445202037
2020-04-01,15067.8049056153
2020-04-02,15702.9354550706
2020-04-03,16290.5270105684
2020-04-04,16829.4055309693
2020-04-05,17319.6610885297
2020-04-06,17762.436699014
2020-04-07,18159.7017965373
2020-04-08,18514.0304208297
2020-04-09,18828.398398966
2020-04-10,19106.0081294142
2020-04-11,19350.1447454776
2020-04-12,19564.0637799288
2020-04-13,19750.9080031683
2020-04-14,19913.6497097309
2020-04-15,20055.0541463677
2020-04-16,20177.6597625803
2020-04-17,20283.7713051936
2020-04-18,20375.4623037037
2020-04-19,20454.5840833929
2020-04-20,20522.7790219149
2020-04-21,20581.4962886922
2020-04-22,20632.0087549406
2020-04-23,20675.4301306367
2020-04-24,20712.7316774913
2020-04-25,20744.7580728244
2020-04-26,20772.2421687403
2020-04-27,20795.8185147734
2020-04-28,20816.0355998776
2020-04-29,20833.3668295994
2020-04-30,20848.2202933785
2020-05-01,20860.9474006898
2020-05-02,20871.8504774791
2020-05-03,20881.1894193687
