A,B
2020-02-24,34.6406214129288
2020-02-25,38.9724638909692
2020-02-26,43.8386657793323
2020-02-27,49.3032004365061
2020-02-28,55.4371875540357
2020-02-29,62.3195558751741
2020-03-01,70.0377304849806
2020-03-02,78.688334141713
2020-03-03,88.3778880249377
2020-03-04,99.2234922607964
2020-03-05,111.353460543461
2020-03-06,124.907876024108
2020-03-07,140.039027353018
2020-03-08,156.911674383417
2020-03-09,175.703082742087
2020-03-10,196.602755573866
2020-03-11,219.811779832592
2020-03-12,245.541694367558
2020-03-13,274.012778942553
2020-03-14,305.451658828672
2020-03-15,340.088120761436
2020-03-16,378.151045268816
2020-03-17,419.8633803549
2020-03-18,465.436114998588
2020-03-19,515.061260287838
2020-03-20,568.903912756749
2020-03-21,627.093558538374
2020-03-22,689.714875837612
2020-03-23,756.798401406839
2020-03-24,828.311535006295
2020-03-25,904.150451468413
2020-03-26,984.13355730169
2020-03-27,1067.99715091754
2020-03-28,1155.39390715357
2020-03-29,1245.89469721818
2020-03-30,1338.99407219096
2020-03-31,1434.11949048218
2020-04-01,1530.64407792071
2020-04-02,1627.90240476075
2020-04-03,1725.20848476305
2020-04-04,1821.87498578493
2020-04-05,1917.2325203322
2020-04-06,2010.64787645976
2020-04-07,2101.54015548547
2020-04-08,2189.39398721617
2020-04-09,2273.76926593884
2020-04-10,2354.30715365266
2020-04-11,2430.73239257473
2020-04-12,2502.85222427866
2020-04-13,2570.55240556779
2020-04-14,2633.79093098814
2020-04-15,2692.59011966502
2020-04-16,2747.02770953581
2020-04-17,2797.22753998414
2020-04-18,2843.35031118078
2020-04-19,2885.58480105112
2020-04-20,2924.1398119625
2020-04-21,2959.23701863861
2020-04-22,2991.10480249768
2020-04-23,3019.97308841981
2020-04-24,3046.0691482422
2020-04-25,3069.61429973622
2020-04-26,3090.82140813371
2020-04-27,3109.89308672907
2020-04-28,3127.02049096959
2020-04-29,3142.38260429184
2020-04-30,3156.14592167827
2020-05-01,3168.46444683382
2020-05-02,3179.47992976222
2020-05-03,3189.32228246404
2020-05-04,3198.11012088847
2020-05-05,3205.95139078919
2020-05-06,3212.94404357655
2020-05-07,3219.17673556291
2020-05-08,3224.7295301887
2020-05-09,3229.67458796775
2020-05-10,3234.0768331058
2020-05-11,3237.99458914007
2020-05-12,3241.48017863871
2020-05-13,3244.58048409628
2020-05-14,3247.33746876789
2020-05-15,3249.78865738875
2020-05-16,3251.96757760654
2020-05-17,3253.90416357617
2020-05-18,3255.62512358635
2020-05-19,3257.15427384947
2020-05-20,3258.51284072881
2020-05-21,3259.71973372898
2020-05-22,3260.79179156153
2020-05-23,3261.74400353592
2020-05-24,3262.58970843185
2020-05-25,3263.34077289332
2020-05-26,3264.00775125655
2020-05-27,3264.60002858935
2020-05-28,3265.12594858395
2020-05-29,3265.59292781147
2020-05-30,3266.00755771709
2020-05-31,3266.3756956122
2020-06-01,3266.70254580376
2020-06-02,3266.99273189327
2020-06-03,3267.25036117763
2020-06-04,3267.47908199175
