A,B
2020-02-24,2.33983564158346
2020-02-25,2.98283856743515
2020-02-26,3.80219197814087
2020-02-27,4.8460426521168
2020-02-28,6.17554556337951
2020-02-29,7.86829323385444
2020-03-01,10.0225960493854
2020-03-02,12.7627912862431
2020-03-03,16.245773960209
2020-03-04,20.6689430656401
2020-03-05,26.279728140905
2020-03-06,33.3867808880858
2020-03-07,42.3727507198048
2020-03-08,53.7082627374726
2020-03-09,67.9662166585294
2020-03-10,85.834748408932
2020-03-11,108.126070069545
2020-03-12,135.776902048741
2020-03-13,169.834432808303
2020-03-14,211.420039218273
2020-03-15,261.662142849873
2020-03-16,321.590861604329
2020-03-17,391.992246741283
2020-03-18,473.230338046525
2020-03-19,565.060868805672
2020-03-20,666.477625436955
2020-03-21,775.643316048707
2020-03-22,889.951268803231
2020-03-23,1006.23635649592
2020-03-24,1121.10860198153
2020-03-25,1231.33927678
2020-03-26,1334.20918053645
2020-03-27,1427.74336849467
2020-03-28,1510.79772248906
2020-03-29,1583.00904116354
2020-03-30,1644.6518706779
2020-03-31,1696.4544028279
2020-04-01,1739.4169813443
2020-04-02,1774.65998643109
2020-04-03,1803.31163659091
2020-04-04,1826.43485582132
2020-04-05,1844.98641050602
2020-04-06,1859.79971426443
2020-04-07,1871.58330217879
2020-04-08,1880.92860348354
2020-04-09,1888.32244144108
2020-04-10,1894.16124941932
2020-04-11,1898.76518168194
2020-04-12,1902.39112839382
2020-04-13,1905.24418527636
2020-04-14,1907.48745728358
2020-04-15,1909.25026027276
2020-04-16,1910.63487649658
2020-04-17,1911.72205519814
2020-04-18,1912.57545284263
2020-04-19,1913.24519393774
