A,B
2020-02-24,113.484117488177
2020-02-25,127.408598416146
2020-02-26,143.016107100437
2020-02-27,160.503454336488
2020-02-28,180.088756867433
2020-02-29,202.013300825049
2020-03-01,226.543449496172
2020-03-02,253.972559351246
2020-03-03,284.622855819215
2020-03-04,318.847205279477
2020-03-05,357.030701946156
2020-03-06,399.591967624967
2020-03-07,446.984038782485
2020-03-08,499.694689296592
2020-03-09,558.246009344668
2020-03-10,623.193032331205
2020-03-11,695.121174419812
2020-03-12,774.642227795545
2020-03-13,862.388632879162
2020-03-14,959.005751024665
2020-03-15,1065.14187345665
2020-03-16,1181.43574087604
2020-03-17,1308.50141820397
2020-03-18,1446.91047689092
2020-03-19,1597.17158812044
2020-03-20,1759.70782606227
2020-03-21,1934.83221818576
2020-03-22,2122.72234986477
2020-03-23,2323.39511505677
2020-03-24,2536.68297656691
2020-03-25,2762.21332274176
2020-03-26,2999.39264113633
2020-03-27,3247.39723193432
2020-03-28,3505.17201950119
2020-03-29,3771.43866935805
2020-03-30,4044.71368321945
2020-03-31,4323.3364583375
2020-04-01,4605.50652042355
2020-04-02,4889.32835694465
2020-04-03,5172.86158684056
2020-04-04,5454.1736968617
2020-04-05,5731.39232567732
2020-04-06,6002.7541210488
2020-04-07,6266.64752620783
2020-04-08,6521.64742105484
2020-04-09,6766.54027199768
2020-04-10,7000.33923496906
2020-04-11,7222.28941423576
2020-04-12,7431.8641260983
2020-04-13,7628.75349873331
2020-04-14,7812.84703428182
2020-04-15,7984.2118713125
2020-04-16,8143.06844042546
2020-04-17,8289.76504101286
2020-04-18,8424.75262537808
2020-04-19,8548.56079751922
2020-04-20,8661.77575116224
2020-04-21,8765.02060953075
2020-04-22,8858.93840328428
2020-04-23,8944.17774051307
2020-04-24,9021.38108489263
2020-04-25,9091.17546201119
2020-04-26,9154.16535386665
2020-04-27,9210.92751082598
2020-04-28,9262.00740207982
2020-04-29,9307.91703348904
2020-04-30,9349.13388030021
2020-05-01,9386.10070713632
2020-05-02,9419.22607560662
2020-05-03,9448.88536840512
2020-05-04,9475.42218623251
2020-05-05,9499.14999924912
2020-05-06,9520.35395748211
2020-05-07,9539.29278444114
2020-05-08,9556.20069514893
2020-05-09,9571.28929402067
2020-05-10,9584.74941977005
2020-05-11,9596.75291406382
2020-05-12,9607.4542982849
2020-05-13,9616.99234878225
2020-05-14,9625.49156564874
2020-05-15,9633.06353361337
2020-05-16,9639.80817627021
2020-05-17,9645.81490677073
2020-05-18,9651.16367943046
2020-05-19,9655.92594757011
2020-05-20,9660.16553342925
2020-05-21,9663.9394162404
2020-05-22,9667.29844460165
2020-05-23,9670.28797918978
2020-05-24,9672.94847165624
2020-05-25,9675.31598527804
2020-05-26,9677.42266262067
2020-05-27,9679.2971451297
2020-05-28,9680.96494921631
2020-05-29,9682.448803051
2020-05-30,9683.76894793591
2020-05-31,9684.94340779588
2020-06-01,9685.98823001436
2020-06-02,9686.91770054553
