A,B
2020-02-24,18.0803305217493
2020-02-25,21.0023507555524
2020-02-26,24.3940003527746
2020-02-27,28.3298494086478
2020-02-28,32.8959923019647
2020-02-29,38.1917186155278
2020-03-01,44.3313877207131
2020-03-02,51.4465178412699
2020-03-03,59.6880951752109
2020-03-04,69.2291005533472
2020-03-05,80.2672392065705
2020-03-06,93.0278423532114
2020-03-07,107.766886148844
2020-03-08,124.774042537448
2020-03-09,144.375636094198
2020-03-10,166.937329535546
2020-03-11,192.866297061329
2020-03-12,222.612568821378
2020-03-13,256.669142864299
2020-03-14,295.570366748582
2020-03-15,339.887997128337
2020-03-16,390.224264729116
2020-03-17,447.201223283077
2020-03-18,511.445670488099
2020-03-19,583.569029954598
2020-03-20,664.141812580101
2020-03-21,753.662669144063
2020-03-22,852.522626398351
2020-03-23,960.965863460636
2020-03-24,1079.04928793597
2020-03-25,1206.60410876421
2020-03-26,1343.20341025265
2020-03-27,1488.14019551034
2020-03-28,1640.42026351921
2020-03-29,1798.77343989742
2020-03-30,1961.68504938708
2020-03-31,2127.44723474621
2020-04-01,2294.22712756736
2020-04-02,2460.14644452706
2020-04-03,2623.36533217547
2020-04-04,2782.16261327997
2020-04-05,2935.00515595202
2020-04-06,3080.60075914318
2020-04-07,3217.93134205305
2020-04-08,3346.26583004776
2020-04-09,3465.15445505373
2020-04-10,3574.40788318852
2020-04-11,3674.06549314019
2020-04-12,3764.35728955495
2020-04-13,3845.66351123995
2020-04-14,3918.47520670099
2020-04-15,3983.35811571304
2020-04-16,4040.92128523481
2020-04-17,4091.7910693692
2020-04-18,4136.59056653107
2020-04-19,4175.92413855205
2020-04-20,4210.3664144848
2020-04-21,4240.45507162794
2020-04-22,4266.68667047636
2020-04-23,4289.51486536154
2020-04-24,4309.35039158345
2020-04-25,4326.56232318194
2020-04-26,4341.48018999949
