A,B
2020-02-24,15.0557103698256
2020-02-25,18.8719296709056
2020-02-26,23.6491906570286
2020-02-27,29.6259463446992
2020-02-28,37.0977920825623
2020-02-29,46.4300149446306
2020-03-01,58.0722480390626
2020-03-02,72.5751963610763
2020-03-03,90.6091179450126
2020-03-04,112.983278053541
2020-03-05,140.664873073839
2020-03-06,174.794868643035
2020-03-07,216.69675734226
2020-03-08,267.87242862313
2020-03-09,329.977325832012
2020-03-10,404.765289406684
2020-03-11,493.992816264276
2020-03-12,599.274259627698
2020-03-13,721.885446499912
2020-03-14,862.52472852511
2020-03-15,1021.05754972793
2020-03-16,1196.29008743517
2020-03-17,1385.8322373708
2020-03-18,1586.11025521998
2020-03-19,1792.5667633522
2020-03-20,2000.04128833057
2020-03-21,2203.27139668197
2020-03-22,2397.41491876135
2020-03-23,2578.48653977401
2020-03-24,2743.63079386742
2020-03-25,2891.20415597501
2020-03-26,3020.68899761687
2020-03-27,3132.49394560197
2020-03-28,3227.70321174121
2020-03-29,3307.82717087324
2020-03-30,3374.58775780805
2020-03-31,3429.75367965204
2020-04-01,3475.02664117429
2020-04-02,3511.97180595194
2020-04-03,3541.9825316655
2020-04-04,3566.26932785771
2020-04-05,3585.86446452908
2020-04-06,3601.63565762302
2020-04-07,3614.30418084482
2020-04-08,3624.46434346644
2020-04-09,3632.60247015186
2020-04-10,3639.11435828245
2020-04-11,3644.320743082
2020-04-12,3648.48064623466
2020-04-13,3651.80268383327
2020-04-14,3654.45451377827
