A,B
2020-02-24,31.3855423311101
2020-02-25,35.7054305242034
2020-02-26,40.6116674384214
2020-02-27,46.1814265324765
2020-02-28,52.5013345696972
2020-02-29,59.6684236960392
2020-03-01,67.7911174646111
2020-03-02,76.9902306302487
2020-03-03,87.399954260378
2020-03-04,99.1687874574152
2020-03-05,112.460364552235
2020-03-06,127.454111887846
2020-03-07,144.345651310101
2020-03-08,163.346848520902
2020-03-09,184.685384217822
2020-03-10,208.603705669056
2020-03-11,235.357197988534
2020-03-12,265.211400690162
2020-03-13,298.438089916783
2020-03-14,335.310054882914
2020-03-15,376.094424224318
2020-03-16,421.044450211054
2020-03-17,470.389741837273
2020-03-18,524.325055627995
2020-03-19,582.997906131626
2020-03-20,646.495441546439
2020-03-21,714.831231362808
2020-03-22,787.932811157016
2020-03-23,865.630995051233
2020-03-24,947.652063041881
2020-03-25,1033.61392167274
2020-03-26,1123.02719255712
2020-03-27,1215.30189026064
2020-03-28,1309.75991958648
2020-03-29,1405.65309163885
2020-03-30,1502.185794137
2020-03-31,1598.54093723966
2020-04-01,1693.90741544647
2020-04-02,1787.50714505308
2020-04-03,1878.61978763706
2020-04-04,1966.60354392816
2020-04-05,2050.91085057191
2020-04-06,2131.09835871409
2020-04-07,2206.83113232573
2020-04-08,2277.88149852136
2020-04-09,2344.12335666091
2020-04-10,2405.52298112317
2020-04-11,2462.12743513103
2020-04-12,2514.05167176355
2020-04-13,2561.46526721388
2020-04-14,2604.57954759422
2020-04-15,2643.63566778551
2020-04-16,2678.89400511355
2020-04-17,2710.62505926712
2020-04-18,2739.10191181116
2020-04-19,2764.59419620729
2020-04-20,2787.36346017054
2020-04-21,2807.65976155972
2020-04-22,2825.71932082562
2020-04-23,2841.76305132873
2020-04-24,2855.99579824205
2020-04-25,2868.6061328831
2020-04-26,2879.76656881368
2020-04-27,2889.63408649371
2020-04-28,2898.35087307175
2020-04-29,2906.04520206581
2020-04-30,2912.83239372872
2020-05-01,2918.8158106278
2020-05-02,2924.08785443523
2020-05-03,2928.73093929213
2020-05-04,2932.81842460774
2020-05-05,2936.41549604623
2020-05-06,2939.5799879927
2020-05-07,2942.36314421769
2020-05-08,2944.81031598807
2020-05-09,2946.96159868594
2020-05-10,2948.85240925217
2020-05-11,2950.51400759421
2020-05-12,2951.97396559389
2020-05-13,2953.25658760385
2020-05-14,2954.38328639525
2020-05-15,2955.37291846827
2020-05-16,2956.24208249764
2020-05-17,2957.00538449022
2020-05-18,2957.67567300188
2020-05-19,2958.26424751345
2020-05-20,2958.78104281262
