A,B
2020-02-24,139.74934358358
2020-02-25,153.830675947861
2020-02-26,169.303073846097
2020-02-27,186.298103234455
2020-02-28,204.958544750144
2020-02-29,225.439089982156
2020-03-01,247.907023265473
2020-03-02,272.542872736234
2020-03-03,299.541010654307
2020-03-04,329.110178758354
2020-03-05,361.473909667803
2020-03-06,396.870810115199
2020-03-07,435.554666149122
2020-03-08,477.794324511667
2020-03-09,523.873298350472
2020-03-10,574.089039540672
2020-03-11,628.751814531606
2020-03-12,688.18311627486
2020-03-13,752.713542036875
2020-03-14,822.680066483661
2020-03-15,898.422642203805
2020-03-16,980.280066768601
2020-03-17,1068.58506753416
2020-03-18,1163.6585736791
2020-03-19,1265.80317034094
2020-03-20,1375.29576281436
2020-03-21,1492.37951984194
2020-03-22,1617.2552136898
2020-03-23,1750.0721297835
2020-03-24,1890.91877802181
2020-03-25,2039.81369822307
2020-03-26,2196.69670909425
2020-03-27,2361.42099824258
2020-03-28,2533.74648397143
2020-03-29,2713.3348916245
2020-03-30,2899.74697229783
2020-03-31,3092.44224543152
2020-04-01,3290.78156699557
2020-04-02,3494.03271263282
2020-04-03,3701.379024749
2020-04-04,3911.93101238292
2020-04-05,4124.74062426397
2020-04-06,4338.81775257027
2020-04-07,4553.14838214303
2020-04-08,4766.71369092349
2020-04-09,4978.5093430179
2020-04-10,5187.56420264512
2020-04-11,5392.95773663987
2020-04-12,5593.83546111189
2020-04-13,5789.42191540652
2020-04-14,5979.03080120537
2020-04-15,6162.07209209692
2020-04-16,6338.05608482503
2020-04-17,6506.59451488082
2020-04-18,6667.39898618347
2020-04-19,6820.27706090682
2020-04-20,6965.12641837066
2020-04-21,7101.92752202056
2020-04-22,7230.73523424468
2020-04-23,7351.66979531897
2020-04-24,7464.90754126318
2020-04-25,7570.67168210277
2020-04-26,7669.22340276833
2020-04-27,7760.85348854782
2020-04-28,7845.87461946979
2020-04-29,7924.61442593782
2020-04-30,7997.4093530024
2020-05-01,8064.59934359246
2020-05-02,8126.52332187658
2020-05-03,8183.51543621616
2020-05-04,8235.90200611562
2020-05-05,8283.99910819964
2020-05-06,8328.11073152891
2020-05-07,8368.52743150804
2020-05-08,8405.52541333055
2020-05-09,8439.36597954972
2020-05-10,8470.29528129355
2020-05-11,8498.5443183189
2020-05-12,8524.32913910365
2020-05-13,8547.85119819313
2020-05-14,8569.29783382507
2020-05-15,8588.84283430406
2020-05-16,8606.64706659224
2020-05-17,8622.85914507862
2020-05-18,8637.61612247303
2020-05-19,8651.04418825138
2020-05-20,8663.25936308217
2020-05-21,8674.36818022651
2020-05-22,8684.46834706622
2020-05-23,8693.6493817195
2020-05-24,8701.99322119527
2020-05-25,8709.57479875532
2020-05-26,8716.46258913765
2020-05-27,8722.71912107809
2020-05-28,8728.40145718291
2020-05-29,8733.56164168001
2020-05-30,8738.24711693356
