A,B
2020-02-24,24.4703785849472
2020-02-25,28.597504136794
2020-02-26,33.4164099441698
2020-02-27,39.0414845102719
2020-02-28,45.605460681706
2020-02-29,53.2621499166976
2020-03-01,62.1895078665598
2020-03-02,72.5930422866655
2020-03-03,84.7095615520666
2020-03-04,98.811242897044
2020-03-05,115.209971878788
2020-03-06,134.26186604208
2020-03-07,156.371843559902
2020-03-08,181.998028805994
2020-03-09,211.655698621933
2020-03-10,245.920363503524
2020-03-11,285.429446837995
2020-03-12,330.881875661669
2020-03-13,383.034736336583
2020-03-14,442.695993870977
2020-03-15,510.712150519374
2020-03-16,587.949666749138
2020-03-17,675.269038311058
2020-03-18,773.490681111581
2020-03-19,883.352288735511
2020-03-20,1005.45815210548
2020-03-21,1140.22208743996
2020-03-22,1287.80706104264
2020-03-23,1448.0661829635
2020-03-24,1620.49120498977
2020-03-25,1804.17563602418
2020-03-26,1997.79966857045
2020-03-27,2199.64294749882
2020-03-28,2407.6286668356
2020-03-29,2619.39874454816
2020-03-30,2832.41546931532
2020-03-31,3044.0808991684
2020-04-01,3251.86235492817
2020-04-02,3453.41131284122
2020-04-03,3646.6641248874
2020-04-04,3829.91599617943
2020-04-05,4001.86379134066
2020-04-06,4161.61758797363
2020-04-07,4308.68459156913
2020-04-08,4442.93151690302
2020-04-09,4564.53264865593
2020-04-10,4673.91066944678
2020-04-11,4771.676338251
2020-04-12,4858.57162738273
2020-04-13,4935.41934415009
2020-04-14,5003.08083042217
2020-04-15,5062.42218976082
2020-04-16,5114.28868046636
2020-04-17,5159.48641129485
2020-04-18,5198.77022755103
2020-04-19,5232.83661077646
2020-04-20,5262.32047158592
2020-04-21,5287.79484023549
2020-04-22,5309.77261482713
2020-04-23,5328.70968695106
2020-04-24,5345.00891359395
2020-04-25,5359.02453439312
2020-04-26,5371.06674197154
2020-04-27,5381.40620045195
2020-04-28,5390.27837533898
2020-04-29,5397.88758955028
2020-04-30,5404.41075840757
2020-05-01,5410.00078363117
2020-05-02,5414.7896052401
2020-05-03,5418.89092277973
2020-05-04,5422.40260512256
2020-05-05,5425.40881251365
2020-05-06,5427.98185655821
