A,B
2020-02-24,1.79215561177144
2020-02-25,2.28733603292333
2020-02-26,2.91912646598991
2020-02-27,3.72508251104636
2020-02-28,4.75300118441264
2020-02-29,6.06366167064144
2020-03-01,7.73426684569149
2020-03-02,9.86274409408084
2020-03-03,12.5730864217838
2020-03-04,16.0219310302279
2020-03-05,20.4065736874707
2020-03-06,25.9745889461776
2020-03-07,33.0351454881593
2020-03-08,41.971937634543
2020-03-09,53.2573480209164
2020-03-10,67.4669453671061
2020-03-11,85.2926252588801
2020-03-12,107.551545792639
2020-03-13,135.186466287373
2020-03-14,169.25126946873
2020-03-15,210.873704261666
2020-03-16,261.186529916643
2020-03-17,321.219625746382
2020-03-18,391.751023539734
2020-03-19,473.125715848173
2020-03-20,565.0672492933
2020-03-21,666.524666310977
2020-03-22,775.607979320551
2020-03-23,889.658662681772
2020-03-24,1005.47182349423
2020-03-25,1119.64006741805
2020-03-26,1228.94513507673
2020-03-27,1330.70487797322
2020-03-28,1423.00046463561
2020-03-29,1504.75211618094
2020-03-30,1575.65860925322
2020-03-31,1636.04638630579
2020-04-01,1686.68157148876
2020-04-02,1728.5880020183
2020-04-03,1762.89690826269
2020-04-04,1790.73758021801
2020-04-05,1813.16725887712
2020-04-06,1831.13292656959
2020-04-07,1845.45617806506
2020-04-08,1856.83315859984
2020-04-09,1865.84328385014
2020-04-10,1872.96228995047
2020-04-11,1878.57671803855
2020-04-12,1882.99810738179
2020-04-13,1886.47597855143
2020-04-14,1889.20920772136
2020-04-15,1891.35570512647
2020-04-16,1893.04048281356
2020-04-17,1894.36227996745
