A,B
2020-02-24,0.950815713048234
2020-02-25,1.11736772753507
2020-02-26,1.31295930807529
2020-02-27,1.5426023997554
2020-02-28,1.81215447850429
2020-02-29,2.12845380027306
2020-03-01,2.49947346087234
2020-03-02,2.9344957751438
2020-03-03,3.44430812367232
2020-03-04,4.04142078913303
2020-03-05,4.74030631000172
2020-03-06,5.55765838660769
2020-03-07,6.51266622343321
2020-03-08,7.62729719349006
2020-03-09,8.92657665559798
2020-03-10,10.4388484305616
2020-03-11,12.1959926670954
2020-03-12,14.2335695150814
2020-03-13,16.590847271316
2020-03-14,19.3106628923573
2020-03-15,22.4390519018363
2020-03-16,26.0245753864936
2020-03-17,30.1172665189708
2020-03-18,34.7671214391194
2020-03-19,40.0220738794026
2020-03-20,45.9254245982756
2020-03-21,52.5127498430806
2020-03-22,59.8083896802309
2020-03-23,67.8217143408998
2020-03-24,76.5434747607796
2020-03-25,85.9426435251687
2020-03-26,95.964217855316
2020-03-27,106.528457178495
2020-03-28,117.531939669157
2020-03-29,128.850636787353
2020-03-30,140.344939852959
2020-03-31,151.866273711918
2020-04-01,163.264664798146
2020-04-02,174.396460663252
2020-04-03,185.131370439073
2020-04-04,195.358118218818
2020-04-05,204.988241084619
2020-04-06,213.957859316923
2020-04-07,222.227530075173
2020-04-08,229.780513305869
2020-04-09,236.619901920746
2020-04-10,242.765097129017
2020-04-11,248.248064150853
2020-04-12,253.1097125506
2020-04-13,257.396637652196
2020-04-14,261.158356754998
2020-04-15,264.445089181615
2020-04-16,267.306067649561
2020-04-17,269.78832949493
2020-04-18,271.935916146628
2020-04-19,273.789403050424
2020-04-20,275.385685218204
2020-04-21,276.757951793118
2020-04-22,277.935793569241
2020-04-23,278.945398347963
2020-04-24,279.809799201341
2020-04-25,280.54914956717
2020-04-26,281.181006424827
2020-04-27,281.720608628653
2020-04-28,282.181141962533
2020-04-29,282.573985831832
2020-04-30,282.908938940767
2020-05-01,283.194423012338
2020-05-02,283.437664764621
2020-05-03,283.644857102307
2020-05-04,283.821300927968
2020-05-05,283.971529210476
2020-05-06,284.099415034249
2020-05-07,284.208265341452
2020-05-08,284.300902005483
2020-05-09,284.379731763508
